Product,Product type,Issuer,Product description,GICS sector,GICS industry group,GICS industry,GICS sub-industry,Region,Country
MIZLDN 0.0 170720,Bond,No Issuer,MIZLDN ECD 0 07/17/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
MMM 1.5 020631,Bond,3M CO,MMM 1 1/2 06/02/31,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MMM 1.75 150530,Bond,3M CO,MMM 1 3/4 05/15/30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MSFT 3.125 061228,Bond,MICROSOFT CORP,MSFT 3 1/8 12/06/28,Industrials,Industrials,Industrials,Industrials,No Region,No Country
MUFG 0.68 260123 S,Bond,MITSUBISHI UFJ FINL GROUP INC,MUFG 0.68 01/26/23,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
MUFG 0.848 190729 S,Bond,MITSUBISHI UFJ FINL GROUP INC,MUFG 0.848 07/19/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
MUFG 0.98 091023 S,Bond,MITSUBISHI UFJ FINL GROUP INC,MUFG 0.98 10/09/23,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
MUNCFN 0.0 040820,Bond,No Issuer,MUNCFN ECP 0 08/04/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FI
MUNRE VAR 260541 S,Bond,MUNICH RE,MUNRE 1 1/4 05/26/41,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
MYL 3.125 221128 S,Bond,MYLAN NV,MYL 3 1/8 11/22/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NBAD 0% 1/14,Bond,NBAD,NBAD -- 0% 2013-9.1.14,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Middle East,AE
NDASS 0.3 300622 S,Bond,Nordea Bk Abp,NDASS 0.3 06/30/22,Financials,Financials,Financials,Financials,Western Europe,FI
NDASS 0.875 260623 S,Bond,Nordea Bk Abp,NDASS 0 7/8 06/26/23,Financials,Financials,Financials,Financials,Western Europe,FI
NDASS 1.125 120225 S,Bond,Nordea Bk Abp,NDASS 1 1/8 02/12/25,Financials,Financials,Financials,Financials,Western Europe,FI
NEDWBK 0.0 300620,Bond,No Issuer,NEDWBK ECP 0 06/30/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
NEDWBK 2.375 240326 S,Bond,NEDERLANDSE WATERSCHAPSBANK NV,NEDWBK 2 3/8 03/24/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
NETHER 0 150122 A,Bond,KDOM NETH,NETHER 0 01/15/22,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,NL
NETHER 0 150124 A,Bond,KDOM NETH,NETHER 0 01/15/24,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,NL
NETHER 0.5 150726 A,Bond,KDOM NETH,NETHER 0 1/2 07/15/26,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,NL
NETHER 0.75 150727 A,Bond,KDOM NETH,NETHER 0 3/4 07/15/27,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,NL
NIB 0 250926 S,Bond,NORDIC INVT BK,NIB 0 09/25/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,SNAT
NIB 0.5 031125 S,Bond,NORDIC INVT BK,NIB 0 1/2 11/03/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,UNKNOWN_REGION,SNAT
NNGRNV VAR 130148 S,Bond,NN GROUP NV,NNGRNV 4 5/8 01/13/48,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NO OTR 10Y,Bond,No Issuer,NO OTR 10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 1Y,Bond,No Issuer,NO OTR 1Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 2Y,Bond,No Issuer,NO OTR 2Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 3M,Bond,No Issuer,NO OTR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 3Y,Bond,No Issuer,NO OTR 3Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 4Y,Bond,No Issuer,NO OTR 4Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 5Y,Bond,No Issuer,NO OTR 5Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 6M,Bond,No Issuer,NO OTR 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 6Y,Bond,No Issuer,NO OTR 6Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 7Y,Bond,No Issuer,NO OTR 7Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 8Y,Bond,No Issuer,NO OTR 8Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 9M,Bond,No Issuer,NO OTR 9M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NO OTR 9Y,Bond,No Issuer,NO OTR 9Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NO
NORBAB 0.0 210820,Bond,No Issuer,NORBAB ECP 0 08/21/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FI
NORBK 0.0 160320,Bond,No Issuer,NORBK ECD 0 03/16/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Japan,JP
NORLDN 0.0 100720,Bond,No Issuer,NORLDN ECD 0 07/10/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
NOVNVX 0.625 200928 S,Bond,NOVARTIS FINANCE SA,NOVNVX 0 5/8 09/20/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NOVNVX 1.125 300927 S,Bond,NOVARTIS FINANCE SA,NOVNVX 1 1/8 09/30/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NRWBK 0.5 130927 S,Bond,NRW.BANK,NRWBK 0 1/2 09/13/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
NRWBK 0.75 300628 S,Bond,NRW.BANK,NRWBK 0 3/4 06/30/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
NRWBK 0.875 101125 S,Bond,NRW.BANK,NRWBK 0 7/8 11/10/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
NTGYSM 0.875 150525 S,Bond,NATURGY FIN BV,NTGYSM 0 7/8 05/15/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
NWIDE 1.125 030622 S,Bond,Nationwide Bldg Soc,NWIDE 1 1/8 06/03/22,Financials,Financials,Financials,Financials,Western Europe,GB
NZ OTR 10Y,Bond,No Issuer,NZ OTR 10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 15Y,Bond,No Issuer,NZ OTR 15Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 1Y,Bond,No Issuer,NZ OTR 1Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 20Y,Bond,No Issuer,NZ OTR 20Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 2Y,Bond,No Issuer,NZ OTR 2Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 3M,Bond,No Issuer,NZ OTR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 5Y,Bond,No Issuer,NZ OTR 5Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 6M,Bond,No Issuer,NZ OTR 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
NZ OTR 7Y,Bond,No Issuer,NZ OTR 7Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,New Zealand,NZ
OBL 0 090421 S,Bond,GERMANY,OBL 0 04/09/21,Government,Government,Government,Government,Western Europe,DE
OBL 0 101025 S,Bond,GERMANY,OBL 0 10/10/25,Government,Government,Government,Government,Western Europe,DE
OBL 0 170420 S,Bond,GERMANY,OBL 0 04/17/20,Government,Government,Government,Government,Western Europe,DE
OBL 0.25 111019 S,Bond,GERMANY,OBL 0 1/4 10/11/19,Government,Government,Government,Government,Western Europe,DE
OBL 0.25 161020 S,Bond,GERMANY,OBL 0 1/4 10/16/20,Government,Government,Government,Government,Western Europe,DE
OBL 1 121018 S,Bond,GERMANY,OBL 1 10/12/18,Government,Government,Government,Government,Western Europe,DE
OBL 1 220219 S,Bond,GERMANY,OBL 1 02/22/19,Government,Government,Government,Government,Western Europe,DE
OMVAV 3.5 270927 S,Bond,OMV AG,OMVAV 3 1/2 09/27/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ONT 2.65 020525,Bond,ONTARIO PROVINCE,ONTARIO PROVINCE 2.65 020525,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
OPBANK 0.375 260224 S,Bond,OP CORPORATE BK PLC,OPBANK 0 3/8 02/26/24,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FI
ORAFP 1.125 150724 S,Bond,Orange,ORAFP 1 1/8 07/15/24,Communication Services,Communication Services,Communication Services,Communication Services,Western Europe,FR
ORAFP 1.5 090927 S,Bond,ORANGE,ORAFP 1 1/2 09/09/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ORAFP 2 150129 S,Bond,Orange,ORAFP 2 01/15/29,Communication Services,Communication Services,Communication Services,Communication Services,Western Europe,FR
OSEOBD 0.0 051020,Bond,No Issuer,OSEOBD EUCP 0 10/05/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
PEP 0.875 180728,Bond,PEPSICO INC,PEP 0 7/8 07/18/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PG 4.875 110527,Bond,PROCTER & GAMBLE CO,PG 4 7/8 05/11/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PGB 1.95 150629 A,Bond,REP PORTUGAL,PGB 1.95 06/15/29,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,PT
PGB 2.125 171028 A,Bond,REP PORTUGAL,PGB 2 1/8 10/17/28,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,PT
PGB 2.875 210726 A,Bond,REP PORTUGAL,PGB 2 7/8 07/21/26,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,PT
PGB 4.125 140427 A,Bond,REP PORTUGAL,PGB 4 1/8 04/14/27,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,PT
PHIANA 0.5 220526 S,Bond,KONINKLIJKE PHILIPS NV,PHIANA 0 1/2 05/22/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
PL VIEW - ABS,Bond,FRANCE,PL VIEW - ABS,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
PL VIEW - ABS 10,Bond,FRANCE,PL VIEW - ABS 10,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
PL VIEW - ACCRETING,Bond,FRANCE,PL VIEW - ACCRETING,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
PL VIEW - CALLABLE,Bond,No Issuer,PL VIEW - CALLABLE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PL VIEW - DUAL CURRENCY,Bond,No Issuer,PL VIEW - DUAL CURRENCY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PL VIEW - INDEX FINAL CAPITAL,Bond,No Issuer,PL VIEW - INDEX FINAL CAPITAL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PL VIEW - INDEX OUTSTANDING NOMINAL,Bond,No Issuer,PL VIEW - INDEX OUTSTANDING NOMINAL,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PL VIEW - SINKING,Bond,FRANCE,PL VIEW - SINKING,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FR
PM 2.875 140529,Bond,PHILIP MORRIS INTL INC,PM 2 7/8 05/14/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RABOBK 0.0 240720,Bond,No Issuer,RABOBK ECP 0 07/24/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
RABOBK 0.25 301026 S,Bond,COOEPERATIEVE RABOBANK UA,RABOBK 0 1/4 10/30/26,Financials,Financials,Financials,Financials,Western Europe,NL
RABOBK 0.625 270224 S,Bond,Cooeperatieve Rabobank UA,RABOBK 0 5/8 02/27/24,Financials,Financials,Financials,Financials,Western Europe,NL
RABOBK 0.75 290823 S,Bond,Cooeperatieve Rabobank UA,RABOBK 0 3/4 08/29/23,Financials,Financials,Financials,Financials,Western Europe,NL
RABOBK 1.75 220119 S,Bond,Cooeperatieve Rabobank UA,RABOBK 1 3/4 01/22/19,Financials,Financials,Financials,Financials,Western Europe,NL
RAGB 0.5 200229 A,Bond,REP AUSTRIA,RAGB 0 1/2 02/20/29,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,AT
RAGB 0.5 200427 A,Bond,REP AUSTRIA,RAGB 0 1/2 04/20/27,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,AT
RAGB 0.75 200228 A,Bond,REP AUSTRIA,RAGB 0 3/4 02/20/28,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,AT
RAGB 0.75 201026 A,Bond,REP AUSTRIA,RAGB 0 3/4 10/20/26,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,AT
RBIAV 0.375 250926 S,Bond,RAIFFEISEN BK INTL AG,RBIAV 0 3/8 09/25/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,AT
RBOSGR 2.625 240528 S,Bond,No Issuer,RBOSGR 2 5/8 05/24/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RBS 0.625 020322 S,Bond,NATWEST MARKETS PLC,RBS 0 5/8 03/02/22,Financials,Financials,Financials,Financials,Western Europe,GB
RBS 1 280524 S,Bond,NATWEST MARKETS PLC,RBS 1 05/28/24,Financials,Financials,Financials,Financials,Western Europe,GB
RDSALN 0.75 150828 S,Bond,SHELL INTL FIN BV,RDSALN 0 3/4 08/15/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RDSALN 1.25 120528 S,Bond,SHELL INTL FIN BV,RDSALN 1 1/4 05/12/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RDSALN 1.25 150322 S,Bond,Shell Intl Fin BV,RDSALN 1 1/4 03/15/22,Energy,Energy,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",Western Europe,NL
RENAUL 1.25 240625 S,Bond,RENAULT,RENAUL 1 1/4 06/24/25,Consumer Discretionary,Automobiles & Components,Automobiles & Components,Automobiles & Components,Western Europe,FR
RENTE 2.02 19/01/24,Bond,RENTENBANK,RENTE 2.02 19/01/24 - SSD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
RENTEN 0.0 270820,Bond,No Issuer,RENTEN ECP 0 08/27/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
REPAUS 0.0 090720,Bond,No Issuer,REPAUS ECP 0 07/09/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,AT
RFGB 0 150422 A,Bond,REP FINLAND,RFGB 0 04/15/22,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FI
RFGB 0 150923 A,Bond,REP FINLAND,RFGB 0 09/15/23,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FI
RFGB 0.5 150426 A,Bond,REP FINLAND,RFGB 0 1/2 04/15/26,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FI
RFGB 0.5 150927 A,Bond,REP FINLAND,RFGB 0 1/2 09/15/27,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,FI
RTEFRA 2.75 200629 S,Bond,RTE RESEAU DE TRANSP D ELECTRICITE,RTEFRA 2 3/4 06/20/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RY 0.25 020524 S,Bond,ROYAL BK CDA,RY 0 1/4 05/02/24,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,CA
SACPI 1.875 310329,Bond,SOUTH AFRICA,SACPI 1 7/8 03/31/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Africa,ZA
SANFP 0.5 210323 S,Bond,SANOFI,SANFP 0 1/2 03/21/23,Health Care,Health Care,Health Care,Health Care,Western Europe,FR
SANFP 1 210326 S,Bond,SANOFI,SANFP 1 03/21/26,Health Care,Health Care,Health Care,Health Care,Western Europe,FR
SANFP 1.125 050428 S,Bond,SANOFI,SANFP 1 1/8 04/05/28,Health Care,Health Care,Health Care,Health Care,No Region,No Country
SANFP 2.5 141123 S,Bond,SANOFI,SANFP 2 1/2 11/14/23,Health Care,Health Care,Health Care,Health Care,Western Europe,FR
SANSCF 0.375 270624 S,Bond,SANTANDER UK PLC,SANSCF 0 3/8 06/27/24,Financials,Financials,Financials,Financials,Western Europe,ES
SANSCF 0.875 240122 S,Bond,SANTANDER UK PLC,SANSCF 0 7/8 01/24/22,Financials,Financials,Financials,Financials,Western Europe,GB
SANTAN 0.25 190624 S,Bond,Bco SANTANDER SA,SANTAN 0 1/4 06/19/24,Financials,Financials,Financials,Financials,Western Europe,ES
SANTAN 0.3 041026 S,Bond,BCO SANTANDER SA,SANTAN 0.3 10/04/26,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,ES
SANTAN 1.375 090222 S,Bond,Bco SANTANDER SA,SANTAN 1 3/8 02/09/22,Financials,Financials,Financials,Financials,Western Europe,ES
SANTAN 4 240120 S,Bond,Bco SANTANDER SA,SANTAN 4 01/24/20,Financials,Financials,Financials,Financials,Western Europe,ES
SANUK 1.125 100325 S,Bond,SANTANDER UK PLC,SANUK 1 1/8 03/10/25,Financials,Financials,Financials,Financials,Western Europe,GB
SAPGR 1.25 100328 S,Bond,SAP SE,SAPGR 1 1/4 03/10/28,Information Technology,Software & Services,Software & Services,Software & Services,Western Europe,DE
SBAB 0.5 130525 S,Bond,SBAB BK AB PUBL,SBAB 0 1/2 05/13/25,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SCMNVX 0.375 141128 S,Bond,SWISSCOM FINANCE,SCMNVX 0 3/8 11/14/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
SCOR VAR 270548 S,Bond,SCOR SE,SCOR 3 5/8 05/27/48,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SE OTR 10Y,Bond,No Issuer,SE OTR 10Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 15Y,Bond,No Issuer,SE OTR 15Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 20Y,Bond,No Issuer,SE OTR 20Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 2Y,Bond,No Issuer,SE OTR 2Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 3M,Bond,No Issuer,SE OTR 3M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 4Y,Bond,No Issuer,SE OTR 4Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 5Y,Bond,No Issuer,SE OTR 5Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 6M,Bond,No Issuer,SE OTR 6M,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 6Y,Bond,No Issuer,SE OTR 6Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 7Y,Bond,No Issuer,SE OTR 7Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 8Y,Bond,No Issuer,SE OTR 8Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SE OTR 9Y,Bond,No Issuer,SE OTR 9Y,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,SE
SEB 0.05 010724 S,Bond,Skandinaviska Enskilda Banken AB,SEB 0.05 07/01/24,Financials,Financials,Financials,Financials,Western Europe,SE
SEB 1.875 141119 S,Bond,Skandinaviska Enskilda Banken AB,SEB 1 7/8 11/14/19,Financials,Financials,Financials,Financials,Western Europe,SE
SEB 2 190221 S,Bond,Skandinaviska Enskilda Banken AB,SEB 2 02/19/21,Financials,Financials,Financials,Financials,Western Europe,SE
SEVFP 1.25 190528 S,Bond,SUEZ ENVIRONNEMENT CO,SEVFP 1 1/4 05/19/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SEVFP 1.5 030429 S,Bond,SUEZ ENVIRONNEMENT CO,SEVFP 1 1/2 04/03/29,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SHBASS 0.01 021227 S,Bond,Svenska Handelsbanken AB,SHBASS 0.01 12/02/27,Financials,Financials,Financials,Financials,Western Europe,SE
SHBASS 0.125 180624 S,Bond,Svenska Handelsbanken AB,SHBASS 0 1/8 06/18/24,Financials,Financials,Financials,Financials,Western Europe,SE
SHBASS 0.375 030723 S,Bond,Svenska Handelsbanken AB,SHBASS 0 3/8 07/03/23,Financials,Financials,Financials,Financials,Western Europe,SE
SHBASS 2.25 270820 S,Bond,Svenska Handelsbanken AB,SHBASS 2 1/4 08/27/20,Financials,Financials,Financials,Financials,Western Europe,SE
SHCHNY 0.4 180820,Bond,No Issuer,SHCHNY YCD 0.400 08/18/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
SIEGR 0 050921 S,Bond,SIEMENS AG,SIEGR 0 09/05/21,Consumer Discretionary,Consumer Services,Consumer Services,Consumer Services,Western Europe,NL
SIEGR 0.125 050929 S,Bond,SIEMENS AG,SIEGR 0 1/8 09/05/29,Consumer Discretionary,Consumer Services,Consumer Services,Consumer Services,Western Europe,NL
SIEGR 1.75 120321 S,Bond,Siemens Fin N V,SIEGR 1 3/4 03/12/21,Health Care,Health Care,Health Care,Health Care,Western Europe,NL
SIEGR 2.875 100328 S,Bond,SIEMENS FIN N V,SIEGR 2 7/8 03/10/28,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SLHNVX VAR 190566 S,Bond,No Issuer,SLHNVX 4 1/2 PERP,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SLMA 2012-3 A,Bond,SLMA CORP,SLMA 2012-3 A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SLOREP 1 060328 S,Bond,REP SLOVENIA,SLOREP 1 03/06/28,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SI
SLOREP 1.25 220327 S,Bond,REP SLOVENIA,SLOREP 1 1/4 03/22/27,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SI
SLOREP 1.75 031140 S,Bond,REP SLOVENIA,SLOREP 1 3/4 11/03/40,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SI
SLOREP 2.25 030332 S,Bond,REP SLOVENIA,SLOREP 2 1/4 03/03/32,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SI
SLOVGB 1 120628 S,Bond,REP SLOVENIA,SLOVGB 1 06/12/28,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SK
SLOVGB 1.625 210131 S,Bond,SLOVAK REP,SLOVGB 1 5/8 01/21/31,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SK
SLOVGB 1.875 090337 S,Bond,REP SLOVENIA,SLOVGB 1 7/8 03/09/37,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SK
SLOVGB 3 280223 S,Bond,REP SLOVENIA,SLOVGB 3 02/28/23,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Emerging Europe,SK
SMBCBE 0.0 050220,Bond,No Issuer,SMBCBE ECD 0 02/05/20,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,BE
SOCGEN 0 270522 S,Bond,Societe Generale,SOCGEN 0 05/27/22,Financials,Financials,Financials,Financials,Western Europe,FR
SOCGEN 0.25 180122 S,Bond,Societe Generale,SOCGEN 0 1/4 01/18/22,Financials,Financials,Financials,Financials,Western Europe,FR
SOCGEN 2.25 230120 S,Bond,Societe Generale,SOCGEN 2 1/4 01/23/20,Financials,Financials,Financials,Financials,Western Europe,FR
SOLBBB 2.75 021227 S,Bond,SOLVAY SA,SOLBBB 2 3/4 12/02/27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
SP 0% 11/24,Bond,UNITED STATES,SP -- 0% 1994-15.11.24,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
SP 0% 11/27,Bond,UNITED STATES,SP -- 0% 1997-15.11.27,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
SPGB 0.75 300721,Bond,KDOM SPAIN,SPGB 0 3/4 07/30/21,Utilities,Utilities,Independent Power and Renewable Electricity Produc,Independent Power and Renewable Electricity Produc,Western Europe,ES
