Product,Product type,Issuer,Product description,GICS sector,GICS industry group,GICS industry,GICS sub-industry,Region,Country
BNP.FR,Equity,BNP PARIBAS,BNP Paribas SA,Financials,Banks,Banks,Banks,Western Europe,FR
BP.GB,Equity,BP P.L.C.,BP PLC,Energy,Energy,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",Western Europe,GB
CA.FR,Equity,Carrefour,Carrefour SA,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Western Europe,FR
CAC 40,Equity,No Issuer,CAC 40 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CAC 40 ETF,Equity,No Issuer,CAC 40 ETF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CAP.FR,Equity,Capgemini,Capgemini SE,Information Technology,Software & Services,Software & Services,Software & Services,Western Europe,FR
CAT.US,Equity,CATERPILLAR INC,Caterpillar Inc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
CFRLF.KY,Equity,No Issuer,CFRLF.KY,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
CL.US,Equity,COLGATE CORP,Colgate-Palmolive Co,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
COMGEST EQ GROWTH ASIA,Equity,COMGEST S.A.,Comgest Growth Asia EUR I Acc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
CRH.IE,Equity,CRH PUB LTD CO,CRH PLC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding,Western Europe,IE
CS.FR,Equity,AXASA,AXA SA,Financials,Insurance,Insurance,Insurance,Western Europe,FR
CSCO.US,Equity,CISCO SYS INC,CISCO SYSTEMS INC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DAI.DE,Equity,DAIMLER AG,Daimler AG,Consumer Discretionary,Automobiles & Components,Automobiles & Components,Automobiles & Components,Western Europe,DE
DAX 30,Equity,No Issuer,DAX 30 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DB1.DE,Equity,DEUTSCHE BOERSE AG,Deutsche Boerse AG,Financials,Banks,Banks,Banks,Western Europe,DE
DBK.DE,Equity,DEUTSCHE BK AG,Deutsche Bank AG,Financials,Banks,Banks,Banks,No Region,No Country
DE.US,Equity,DEERE & CO,Deere & Co,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
DG.FR,Equity,VINCI,Vinci SA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
DGE.GB,Equity,DIAGEO PLC,Diageo PLC,Consumer Discretionary,Consumer Services,Consumer Services,Consumer Services,Western Europe,GB
DJ EURO 50,Equity,No Issuer,DJ Euro STOXX 50,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DJ EURO STOXX 600,Equity,No Issuer,STOXX Europe 600 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DJ EURO STOXX 600 O&G,Equity,No Issuer,STOXX EUROPE 600 OIL & GAS,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DJ EURO STOXX TECHNOLOGY,Equity,No Issuer,DJ Euro STOXX Technology Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DJ EURO STOXX UTILITIES,Equity,No Issuer,DJ Euro STOXX Utilities Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DJ STOXX 50,Equity,No Issuer,DJ Stoxx 50,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DJIA 30,Equity,No Issuer,Dow Jones Industrial Average Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
DPW.DE,Equity,DEUTSCHE POST AG,Deutsche Post AG,Industrials,Industrials,Industrials,Industrials,Western Europe,DE
DSM.NL,Equity,KONINKLIJKE DSM NV,Koninklijke DSM NV,Industrials,Industrials,Industrials,Industrials,Western Europe,NL
DSY.FR,Equity,Dassault Systemes SE,Dassault Systemes SE,Information Technology,Information Technology,Information Technology,Information Technology,Western Europe,FR
DTE.DE,Equity,DEUTSCHE TELEKOM AG,Deutsche Telekom AG,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
ECPI CIRCULAR LEADERS C,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,ECPI CIRCULAR LEADERS C,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EL.FR,Equity,ESSILOR INTERNATIONAL (COMPAGNIE GE,EssilorLuxottica SA,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Supplies,Western Europe,FR
EN.FR,Equity,BOUYGUES,Bouygues SA,Communication Services,Telecommunication Services,Telecommunication Services,Telecommunication Services,Western Europe,FR
ENEL.IT,Equity,ENEL S P A,Enel SpA,Utilities,Utilities,Utilities,Utilities,Western Europe,IT
ENGI.FR,Equity,ENGIE,Engie SA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
ENI.IT,Equity,ENI S.P.A.,Eni SpA,Consumer Discretionary,Consumer Services,Consumer Services,Consumer Services,Western Europe,IT
EOAN.DE,Equity,EON SE,E.ON SE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EQ ETF,Equity,No Issuer,EQ ETF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EQUITY WITHOUT ISIN,Equity,CTP_BNKISS_BIC_PAYNET_CONF_SI,CARREFOUR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ERF.FR,Equity,Eurofins Scientific SE,Eurofins Scientific SE,Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care Equipment,Western Europe,FR
EURO EQUITY LARGE CAP 2 A,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Intl Fund Euro Large Cap 2 A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
EURO EQUITY LARGE CAP A,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Intl Fund Euro Large Cap A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
EURO STOXX 50,Equity,No Issuer,EURO STOXX 50,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EURO STOXX 50 ETF,Equity,No Issuer,EURO STOXX 50 ETF,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
EUROZONE LARGE CAP EQUITY - A,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,EUROZONE LARGE CAP EQUITY - A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FBM KLCI,Equity,No Issuer,FTSE Bursa Malaysia KLCI Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FIDELITY FAST UK FUND,Equity,FIDELITY IM,Fidelity Active Strategy - FAST - UK Fund Y-ACC-GBB,Financials,Banks,Banks,Banks,Western Europe,LU
FIVE STAR SELECTION B,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Five Star Selection Fund,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FRE.DE,Equity,FRESENIUS SE & CO KGAA,Fresenius SE & Co KGaA,Industrials,Industrials,Industrials,Industrials,Western Europe,DE
FTSE 100,Equity,No Issuer,FTSE 100 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE 250,Equity,No Issuer,FTSE 250 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE A50,Equity,No Issuer,FTSE China A50 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE ASE 20,Equity,No Issuer,FTSE/Athens Stock Exchange Mid Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GR
FTSE ASE 25,Equity,No Issuer,FTSE/Athens Stock Exchange Large Cap Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GR
FTSE EPRA,Equity,No Issuer,FTSE EPRA/NAREIT Global Real Estate Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE JSE TOP 40,Equity,No Issuer,FTSE/JSE Africa Top 40 J200,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE JSE TOP 40 C,Equity,No Issuer,FTSE/JSA capped top 40 total return index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE JSE TOP 40 C TR,Equity,No Issuer,JSE Capped Top 40 CAPI total return index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE JSE TOP 40 SW,Equity,No Issuer,FTSE/JSE Shareholder Weighted All Share Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE JSE TOP 40 SW TR,Equity,No Issuer,JSE Shareholder Weighted Total Return Index SWIX40,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FTSE JSE TOP 40 TR,Equity,No Issuer,South Africa JSE Top 40 total return index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
FUND A,Equity,No Issuer,FUND A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GE.US,Equity,GENERAL ELECTRIC,General Electric Co,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
GIS.US,Equity,GEN MLS INC,General Mills Inc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
GLE.FR,Equity,SOCIETE GENERALE SA,Societe Generale SA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
GLOBAL CORP BOND - A,Equity,No Issuer,GLOBAL CORP BOND - A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
GM.US,Equity,GEN MTRS CO,General Motors Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
GREEN BOND EUR A,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Green Bond EUR,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HANG SENG,Equity,No Issuer,Hang Seng index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
HEIA.NL,Equity,HEINEKEN NV,Heineken NV,Consumer Discretionary,Consumer Services,Consumer Services,Consumer Services,Western Europe,NL
HLTH.US,Equity,HLTH CORP,HLTH Corp,Health Care,Health Care,Health Care,Health Care,North America,US
HO.FR,Equity,THALES,Thales SA,Industrials,Industrials,Industrials,Industrials,Western Europe,FR
HSBC HOLDINGS PLC,Equity,HSBC LONDON,HSBC Holdings PLC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
HSBC HOLDINGS PLC NYSE,Equity,HSBC LONDON,HSBC HOLDINGS PLC NYSE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
HSCEI,Equity,No Issuer,Hang Seng China Enterprises Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IBE.ES,Equity,IBERDROLA SA,Iberdrola SA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,ES
IBEX 35,Equity,No Issuer,IBEX 35 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IBM.US,Equity,INTERNATIONAL BUSINESS MACHINES,INTL BUSINESS MACHINES,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IBOVESPA,Equity,No Issuer,Sao Paolo Stock Exchange Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IBOXX E LIQ COR,Equity,No Issuer,iBoxx E Liquid Corporates Diversified,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IBOXX EUR CORP,Equity,No Issuer,Iboxx EUR Corp Total Return Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IBRX 50,Equity,No Issuer,Brazil 50 Index - IBrX 50,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IDI 2003,Equity,No Issuer,IDI 2003,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
IDI 2009,Equity,No Issuer,IDI 2009,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
INGA.NL,Equity,ING GROEP NV,ING Groep NV,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
INTC.US,Equity,INTEL CORPORATION,Intel Corporation,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ISE NATIONAL 30,Equity,No Issuer,Istanbul Stock Exchange National 30,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ISP.IT,Equity,INTESA SANPAOLO SPA,Intesa Sanpaolo SpA,Financials,Financials,Financials,Financials,Western Europe,IT
ITX.ES,Equity,INDUSTRIA DE DISENO TEXTIL SA,Industria de Diseno Textil SA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,ES
JP MORGAN US GROWTH FUND,Equity,JPMORGAN CHASE & CO,JPMorgan Funds - US Growth Fund C (acc) - USD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
KER.FR,Equity,KERING SA,Kering SA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
KO.US,Equity,COCACOLA HBC FIN PLC,Coca-Cola Co/The,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
KOSPI 200,Equity,No Issuer,Korea Stock Price Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
KRRYF.BM,Equity,No Issuer,KRRYF.BM,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LIN.DE,Equity,LINDE PLC,Linde PLC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
LIQUID EURO CORPORATES 2 A,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,LIQUID EURO CORPORATES 2 A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
LIQUID EURO CORPORATES A1,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Euro Area Liquid CorporatesA,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
LIQUID EURO CORPORATES B,Equity,No Issuer,Euro Area Liquid Corporates B,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
LIQUID EURO SOVEREIGN 2 A,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Euro Government Liquidity 2 Fund A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
LIQUID EURO SOVEREIGN A,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Euro Government Liquidity Fund A,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
LIQUID EURO SOVEREIGN I,Equity,MUREX INVESTMENT MANAGEMENT (LU) SA,Euro Government Liquidity Fund I,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,LU
LOW.US,Equity,LOWES COS INC,Lowe's Cos Inc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
LR.FR,Equity,Legrand SA,Legrand SA,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,Western Europe,FR
LYB.US,Equity,LYONDELL CHEM CO,LyondellBasell Industries NV,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
MC.FR,Equity,LVMH MOET HENNESSY LOUIS VUITTON,LVMH Moet Hennessy Louis Vuitton SE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,FR
MDAX,Equity,No Issuer,Deutsche Borse AG DAX Mid-Cap Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
MEX BOLSA,Equity,No Issuer,S&P / BMV IPC Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Latin America,MX
MIB 30,Equity,No Issuer,MIB 30 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MICEX,Equity,No Issuer,Russian MICEX index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
ML.FR,Equity,CIE Financiere Michelin SA,Cie Generale des Etablissements Michelin SCA,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,Western Europe,FR
MMM.US,Equity,3M CO,3M Co,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
MSCI DGSU,Equity,No Issuer,MSCI Daily TR Gross Singapore USD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MSCI EM MINI,Equity,No Issuer,E-mini MSCI Emerging Markets Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MSCI NTR USD,Equity,No Issuer,MSCI World Net Total Return USD,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MSCI SG,Equity,No Issuer,MSCI Singapore Free Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MSCI TW,Equity,No Issuer,MSCI Taiwan Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MSCI WO,Equity,No Issuer,MSCI World Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
MT.NL,Equity,ArcelorMittal SA,ArcelorMittal SA,Industrials,Industrials,Industrials,Industrials,Western Europe,LU
MUREX SOLUTIONS EUR BALANCED A,Equity,FIDELITY IM,MUREX SOLUTIONS EUR BALANCED A,Financials,Banks,Banks,Banks,Western Europe,LU
MUV2.DE,Equity,MUNICH RE,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,DE
NASDAQ 100,Equity,No Issuer,NASDAQ 100 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NIKKEI 225,Equity,No Issuer,Nikkei Stock Average (Nikkei 225),No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NIKKEI 300,Equity,No Issuer,Nikkei Stock Index 300 (Nikkei 300),No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
NKE.US,Equity,NIKE INC,NIKE Inc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
NOKIA.FI,Equity,NOKIA OYJ,Nokia Oyj,Information Technology,Information Technology,Information Technology,Information Technology,Western Europe,FI
NORDEA LATAM EQ FUND,Equity,Nordea Bk Abp,Nordea 1 - Latin American Equity Fund BI EUR,Financials,Financials,Financials,Financials,Western Europe,LU
NS1.CH,Equity,No Issuer,NS1.CH - NESTLE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,CH
NS3.CH,Equity,No Issuer,NS3.CH - NESTLE,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,CH
NVDA.US,Equity,NVIDIA CORP,NVIDIA Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
OBX,Equity,No Issuer,OBX Total Return Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
OMXS 30,Equity,No Issuer,OMX Stockholm 30 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
OR.FR,Equity,LOREAL,L'Oreal SA,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,Western Europe,FR
ORA.FR,Equity,ORANGE SA,Orange SA,Communication Services,Telecommunication Services,Telecommunication Services,Telecommunication Services,Western Europe,FR
ORCL.US,Equity,ORACLE CORP,Oracle Corp,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
PEPSICO INC.,Equity,PEPSICO,Pepsico Inc.,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
PHIA.NL,Equity,KONINKLIJKE PHILIPS NV,Koninklijke Philips NV,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,NL
PPG.US,Equity,PPG INDS INC,PPG Industries Inc,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,North America,US
PSI 20,Equity,No Issuer,Portugal Stock Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
PUB.FR,Equity,Publicis Groupe SA,Publicis Groupe SA,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Western Europe,FR
REL.GB,Equity,RELX PLC,RELX PLC,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,Western Europe,GB
RI.FR,Equity,Pernod Ricard,Pernod Ricard SA,Consumer Staples,Consumer Staples,Consumer Staples,Consumer Staples,Western Europe,FR
RMS.FR,Equity,Hermes International,Hermes International,Consumer Staples,Household & Personal Products,Personal Products,Personal Products,Western Europe,FR
RNO.FR,Equity,RENAULT,Renault SA,Consumer Discretionary,Automobiles & Components,Automobiles & Components,Automobiles & Components,Western Europe,FR
RTS,Equity,No Issuer,Russian RTS Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
RUSSEL 2000,Equity,No Issuer,RUSSELL 2000 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
S&P 400 MIDCAP,Equity,No Issuer,Standard & Poor's Midcap 400 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
S&P 500,Equity,No Issuer,Standard & Poor's 500 Index,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
S&P ASX 300,Equity,No Issuer,S&P/ASX 300,No GICS Sector,No GICS Sector,No GICS Sector,No GICS Sector,No Region,No Country
